name	locality	segments
Norra Tibblevägen	Björklinge	8
Spjutvägen	Björklinge	8
Södra Tibblevägen	Björklinge	8
Karl Johans väg	Björksele	3
Västanbäcksvägen	Björksele	3
Hedvägen	Björksele	1
Sandviksvägen	Björkvik	29
Vedebyvägen	Björkvik	15
Näckrossvängen	Björkvik	6
Munkhagsvägen	Björkvik	5
Yngarestigen	Björkvik	4
Liljekonvaljstigen	Björkvik	3
Åsättersvägen	Björkvik	3
Krusbärsstigen	Björkvik	2
Kyrkvägen	Björkvik	2
Lingonstigen	Björkvik	2
Björkudden	Björkö	65
Granövägen	Björkö	42
Finnholmsvägen	Björkö	27
Förängsudden	Björkö	27
Västernäsvägen	Björkö	26
Sindviksvägen	Björkö	25
Norra Oxhalsövägen	Björkö	22
Parkuddsvägen	Björkö	21
Strömsborgsvägen	Björkö	19
Koholma hamnväg	Björkö	17
Björköbyvägen	Björköby	18
Talgoxevägen	Björköby	8
Hansarpsvägen	Björköby	5
Almvägen	Björköby	3
Aspvägen	Björköby	3
Björkbacksvägen	Björköby	3
Björkmossevägen	Björköby	3
Bofinksvägen	Björköby	3
Kristinelundsvägen	Björköby	2
Alvägen	Björköby	1
Fredrikavägen	Björna	8
Björkvägen	Björna	5
Modovägen	Björna	5
Villagatan	Björna	5
Ängsvägen	Björna	5
Centralgatan	Björna	4
Husumvägen	Björna	4
Öviksvägen	Björna	4
Dalgatan	Björna	3
Granvägen	Björna	3
Krontorpsvägen	Björneborg	14
Kristinehamnsvägen	Björneborg	10
Gullspångsvägen	Björneborg	7
Utfartsvägen	Björneborg	7
Vassgårdavägen	Björneborg	7
Degerforsvägen	Björneborg	6
Parbovägen	Björneborg	6
Stationsvägen	Björneborg	6
Hyttgatan	Björneborg	5
Verkstadsgatan	Björneborg	5
Ekvägen	Björnlunda	11
Kvarnvägen	Björnlunda	6
Nystugevägen	Björnlunda	6
Ullevivägen	Björnlunda	6
Humlevägen	Björnlunda	5
Hacksjövägen	Björnlunda	4
Hagvägen	Björnlunda	4
Norrgårdsvägen	Björnlunda	4
Smedjevägen	Björnlunda	4
Stationsvägen	Björnlunda	4
Byvägen	Blackstad	4
Sparbanksvägen	Blackstad	4
Backsippevändan	Blackstad	3
Norringevägen	Blackstad	3
Grabovägen	Blackstad	2
Korsgrindsallén	Blackstad	2
Kyrkbacken	Blackstad	2
Dackevändan	Blackstad	1
Kyrksjövägen	Blackstad	1
Lundskullevändan	Blackstad	1
Skolvägen	Blattnicksele	5
Ekorrvägen	Blattnicksele	4
Strandvägen	Blattnicksele	4
Färjvägen	Blattnicksele	3
Gaiva	Blattnicksele	3
Stationsvägen	Blattnicksele	3
Magasinsvägen	Blattnicksele	2
Parkvägen	Blattnicksele	2
Renmansvägen	Blattnicksele	2
Stens väg	Blattnicksele	2
Bleketvägen	Bleket	15
Ängholmsvägen	Bleket	10
Vettebergsvägen	Bleket	6
Gamla vägen	Bleket	4
Kvarnbergsvägen	Bleket	4
Marinvägen	Bleket	4
Slåtthusvägen	Bleket	4
Stansviksvägen	Bleket	4
Strandgatan	Bleket	4
Utmarksvägen	Bleket	4
Simontorps Säteriväg	Blentarp	12
Ågerupsvägen	Blentarp	11
Karupsvägen	Blentarp	10
Nämndemansvägen	Blentarp	9
Blentarpsvägen	Blentarp	8
Elsagårdsvägen	Blentarp	8
Kagebjersvägen	Blentarp	8
Kläckerivägen	Blentarp	8
Simontorpsvägen	Blentarp	8
Ängavägen	Blentarp	8
Mönevägen	Blidsberg	12
Falköpingsvägen	Blidsberg	6
Ulricehamnsvägen	Blidsberg	6
S:t Bertils väg	Blidsberg	5
Skolhusvägen	Blidsberg	5
Stationsvägen	Blidsberg	5
Bergbackagatan	Blidsberg	4
Elsegårdsvägen	Blidsberg	4
Brogärdesvägen	Blidsberg	3
Hallabovägen	Blidsberg	3
Algatan	Blomstermåla	10
Sandbäckshultsvägen	Blomstermåla	9
Skäppentorpsvägen	Blomstermåla	9
Backgatan	Blomstermåla	6
Krungårdsvägen	Blomstermåla	6
Skällerydsvägen	Blomstermåla	6
Dalgatan	Blomstermåla	5
Norbavägen	Blomstermåla	5
Ringvägen	Blomstermåla	5
Sandgatan	Blomstermåla	5
Västra vägen	Blåsmark	16
Blåsmarksvägen	Blåsmark	12
Igeltjärnvägen	Blåsmark	6
Kallforsvägen	Blåsmark	6
Minavägen	Blåsmark	6
Mellansjövägen	Blåsmark	4
Renstigen	Blåsmark	4
Gårdsmyrvägen	Blåsmark	3
Järvstigen	Blåsmark	3
Lillkvarnvägen	Blåsmark	3
Ponderosavägen	Blåviksjön	7
Gästgivarevägen	Bockara	23
Kyrkvägen	Bockara	12
Prästgårdsvägen	Bockara	11
Stationsvägen	Bockara	9
Ringvägen	Bockara	8
Klockgärdesvägen	Bockara	5
Skolvägen	Bockara	5
Välenvägen	Bockara	5
Ängsvägen	Bockara	5
Bruksvägen	Bockara	4
Storgatan	Boda Glasbruk	8
Smedgatan	Boda Glasbruk	7
Idrottsvägen	Boda Glasbruk	5
Gransjövägen	Boda Glasbruk	4
Kärravägen	Boda Glasbruk	4
Ekbackevägen	Boda Glasbruk	3
Kulans väg	Boda Glasbruk	3
Skolgatan	Boda Glasbruk	3
Bolet	Boda Glasbruk	2
Hyttvägen	Boda Glasbruk	2
Ovanmyra byväg	Boda Kyrkby	30
Sjurbergsvägen	Boda Kyrkby	24
Lenåsvägen	Boda Kyrkby	23
Dalhallavägen	Boda Kyrkby	19
Östra Boda Lenåsvägen	Boda Kyrkby	17
Backa Norrgårdsvägen	Boda Kyrkby	16
Björkallén	Boda Kyrkby	16
Silverberg Södra vägen	Boda Kyrkby	14
Tempelvägen	Boda Kyrkby	14
Östra Boda Klittgatu	Boda Kyrkby	13
Per Hörbergs väg	Bodafors	10
Parkgatan	Bodafors	9
Smedgatan	Bodafors	9
Hantverkaregatan	Bodafors	8
Myrgatan	Bodafors	8
Torggatan	Bodafors	8
Jönköpingsvägen	Bodafors	7
Magasinsgatan	Bodafors	7
Skolgatan	Bodafors	7
Allégatan	Bodafors	6
Svängleden	Boden	27
Brogatan	Boden	18
Kyrkgatan	Boden	18
Garnisonsgatan	Boden	17
Ortenmyrvägen	Boden	17
Sävastvägen	Boden	17
Kryddvägen	Boden	16
Kungsgatan	Boden	16
Gamla Lulevägen	Boden	15
Trångforsvägen	Boden	15
Åsbyvägen	Bograngen	8
Tossjödammvägen	Bograngen	5
Lettenvägen	Bograngen	4
Tåsanvägen	Bograngen	4
Gränsvägen	Bograngen	3
Bograngenvägen	Bograngen	2
Prästgårdsvägen	Bograngen	2
Rönnvägen	Bograngen	2
Skjutbanevägen	Bograngen	2
Sollidenvägen	Bograngen	2
Lilla Kongahällavägen	Bohus	30
Ellesbobacken	Bohus	19
Skårdalsvägen	Bohus	18
Jordfallsvägen	Bohus	12
Bohushöjdsvägen	Bohus	11
Sandliden	Bohus	11
Kongahällavägen	Bohus	10
Göteborgsvägen	Bohus	9
Lindvägen	Bohus	9
Rördalsvägen	Bohus	9
Långesandsvägen	Bohus-Björkö	12
Blåbärsvägen	Bohus-Björkö	6
Norgårdsvägen	Bohus-Björkö	5
Olvonvägen	Bohus-Björkö	4
Backevägen	Bohus-Björkö	3
Bergmans väg	Bohus-Björkö	3
Björnbärsvägen	Bohus-Björkö	3
Hummerviksvägen	Bohus-Björkö	3
Hälsövägen	Bohus-Björkö	3
Kornellvägen	Bohus-Björkö	3
Kungshamnsvägen	Bohus-Malmön	5
Per väktares gata	Bohus-Malmön	5
Drottning Astrids väg	Bohus-Malmön	3
Kvarngatan	Bohus-Malmön	3
Vikarvsvägen	Bohus-Malmön	3
Sollidenvägen	Bohus-Malmön	2
Museivägen	Bohus-Malmön	1
Riddar Axels gata	Bohus-Malmön	1
Robackevägen	Bohus-Malmön	1
Skolgatan	Boliden	23
Strömforsvägen	Boliden	21
Ringen	Boliden	11
Yttervägen	Boliden	11
Storgatan	Boliden	10
Östra Järnvägsgatan	Boliden	9
Anrikningsvägen	Boliden	7
Stationsgatan	Boliden	7
Bäckgatan	Boliden	6
Kyrkogatan	Boliden	6
Kungsbackavägen	Bollebygd	14
Erikstorpsvägen	Bollebygd	13
Skräddaregårdsvägen	Bollebygd	13
Kråktorpsvägen	Bollebygd	12
Rinna Söderväg	Bollebygd	12
Göteborgsvägen	Bollebygd	11
Björnskogsvägen	Bollebygd	8
Örehultsvägen	Bollebygd	8
Egnahemsvägen	Bollebygd	7
Rinnavägen	Bollebygd	7
Fröstevägen	Bollnäs	24
Bollevägen	Bollnäs	21
Anneforsvägen	Bollnäs	19
Södra Kilaforsvägen	Bollnäs	19
Arbråvägen	Bollnäs	17
Björkhamregatan	Bollnäs	15
Sjukhusvägen	Bollnäs	15
Virvelvägen	Bollnäs	14
Norrlandsvägen	Bollnäs	13
Skogsvägen	Bollnäs	13
Tunsjövägen	Bollstabruk	21
Storgatan	Bollstabruk	20
Strandvägen	Bollstabruk	15
Movägen	Bollstabruk	14
Byvägen	Bollstabruk	13
Ringvägen	Bollstabruk	12
Borgargatan	Bollstabruk	11
Bruksvägen	Bollstabruk	11
Åslingevägen	Bollstabruk	11
Holmnäsvägen	Bollstabruk	10
Kyrkvägen	Bor	11
Linbastuvägen	Bor	7
Rastavallsvägen	Bor	7
Savens väg	Bor	7
Östergårdsvägen	Bor	7
Kvadervägen	Bor	6
Vikavägen	Bor	6
Stationsvägen	Bor	5
Ångloksvägen	Bor	5
Skogsvägen	Bor	4
Norrbygatan	Borensberg	23
Älgstigen	Borensberg	14
Hällsättersleden	Borensberg	13
Fågelsjövägen	Borensberg	11
Husbyvägen	Borensberg	11
Trädgårdsgatan	Borensberg	11
Enbacken	Borensberg	10
Falkgatan	Borensberg	9
Skogsödlevägen	Borensberg	9
Skolgatan	Borensberg	9
Hovanäsvägen	Borghamn	14
Borghamnsvägen	Borghamn	10
Rogslösa kyrkväg	Borghamn	7
Släggvägen	Borghamn	7
Bårstadvägen	Borghamn	6
Sjövägen	Borghamn	5
Stationsvägen	Borghamn	5
Borgshultsvägen	Borghamn	3
Strandstigen	Borghamn	3
Bockavägen	Borghamn	2
Sandgatan	Borgholm	20
Lannsjövägen	Borgholm	18
Köpingevägen	Borgholm	17
Sjöstugevägen	Borgholm	17
Valsnäsgatan	Borgholm	16
Skedemossevägen	Borgholm	15
Golfbyvägen	Borgholm	14
Ängshökens väg	Borgholm	14
Torsgatan	Borgholm	13
Nedra Vannborga by	Borgholm	12
Deragårdsvägen	Borgstena	12
Länsvägen	Borgstena	12
Björkängsvägen	Borgstena	4
Haraldsvägen	Borgstena	4
Kronängsvägen	Borgstena	3
Krögarevägen	Borgstena	3
Kvarnfallsvägen	Borgstena	3
Källåsvägen	Borgstena	3
Låkenäsvägen	Borgstena	3
Solängsvägen	Borgstena	3
Röda vägen	Borlänge	45
Tjärnavägen	Borlänge	43
Mats Knuts väg	Borlänge	34
Tunavägen	Borlänge	33
Lapp Anders väg	Borlänge	31
Årbyvägen	Borlänge	31
Ovanbrogatan	Borlänge	25
Amsbergsvägen	Borlänge	23
Kvarnsvedsvägen	Borlänge	19
Skogsvägen	Borlänge	19
Per Ivars väg	Borrby	12
Sandby strandväg	Borrby	12
Gamla kustvägen	Borrby	10
Norra Tuvevägen	Borrby	10
Sandby byaväg	Borrby	10
Sandbybäcksvägen	Borrby	10
Bygatan	Borrby	9
Räckavägen	Borrby	9
Hillshögsvägen	Borrby	8
Sandbacka	Borrby	8
Göteborgsvägen	Borås	52
Brämhultsvägen	Borås	40
Trandaredsgatan	Borås	40
Lars Kaggsgatan	Borås	37
Samaritvägen	Borås	37
Symfonigatan	Borås	36
Skaraborgsvägen	Borås	35
Alingsåsvägen	Borås	33
Lilla Brogatan	Borås	28
Varbergsvägen	Borås	27
Lappbrovägen	Botsmark	10
Rådmansvägen	Botsmark	9
Åkerviksvägen	Botsmark	6
Asplidvägen	Botsmark	5
Botulfsvägen	Botsmark	5
Stenbergsvägen	Botsmark	5
Företagsvägen	Botsmark	4
Högliden	Botsmark	4
Bergviksvägen	Botsmark	3
Byagårdsvägen	Botsmark	3
Johan Printz väg	Bottnaryd	8
Lindängsvägen	Bottnaryd	8
Nissastigen	Bottnaryd	7
Nygatan	Bottnaryd	7
Movägen	Bottnaryd	6
Byskolevägen	Bottnaryd	5
Operaliden	Bottnaryd	5
Rönnbärsvägen	Bottnaryd	5
Snickarevägen	Bottnaryd	5
Klockarevägen	Bottnaryd	4
Dinglevägen	Bovallstrand	18
Långekärrsvägen	Bovallstrand	16
Svenneby häradsväg	Bovallstrand	11
Idrottsvägen	Bovallstrand	9
Sotenäsvägen	Bovallstrand	9
Havsvägen	Bovallstrand	8
Heljerödsgatan	Bovallstrand	8
Grönviksgatan	Bovallstrand	6
Valövägen	Bovallstrand	6
Övre Hogslättsvägen	Bovallstrand	6
Väderstadsvägen	Boxholm	13
Västerleden	Boxholm	12
Carl Tryggers väg	Boxholm	10
Ringvägen	Boxholm	10
Storgatan	Boxholm	10
Älvkullevägen	Boxholm	10
Fällhagsvägen	Boxholm	9
Parkgatan	Boxholm	9
Skyttebovägen	Boxholm	9
Wrangels väg	Boxholm	9
Gatebäcksvägen	Brandstorp	4
Hjällövägen	Brandstorp	4
Körsbärsstigen	Brandstorp	4
Nyponstigen	Brandstorp	4
Svedgatan	Brandstorp	3
Brandstorpsvägen	Brandstorp	2
Bredsjön Tallstigen	Brandstorp	2
Krikongatan	Brandstorp	2
Naxosgatan	Brandstorp	2
Smultronstigen	Brandstorp	2
Östersjögatan	Brantevik	7
Fartygsgatan	Brantevik	6
Haslevägen	Brantevik	6
Pantaregatan	Brantevik	6
Skillingevägen	Brantevik	6
Simris bygata	Brantevik	5
Solfångarvägen	Brantevik	5
Tångstigen	Brantevik	5
Hammarsvägen	Brantevik	4
Höga vägen	Brantevik	4
Sågvägen	Brastad	17
Lyckevägen	Brastad	14
Persens väg	Brastad	14
Barkedalsvägen	Brastad	13
Kyrkvägen	Brastad	13
Sjöbolsvägen	Brastad	13
Stämmetvägen	Brastad	12
Enevägen	Brastad	11
Backavägen	Brastad	10
Bloms väg	Brastad	9
Baron Rappes väg	Braås	14
Betlehemsvägen	Braås	10
Skolgatan	Braås	9
Parkgatan	Braås	8
Södertullsvägen	Braås	8
Carl Lihnells väg	Braås	7
Movägen	Braås	7
Rynnings väg	Braås	6
Böksholmsvägen	Braås	5
Hasselvägen	Braås	5
Fågelvägen	Bredared	9
Myrekullavägen	Bredared	9
Segerstorpsvägen	Bredared	5
Skogsvägen	Bredared	5
Orrstigen	Bredared	3
Oxelstigen	Bredared	3
Oxhagsvägen	Bredared	3
Askallén	Bredared	2
Björkstigen	Bredared	2
Fasanstigen	Bredared	2
Östergårdsvägen	Bredaryd	22
Industrivägen	Bredaryd	16
Lundavägen	Bredaryd	14
Norregårdsvägen	Bredaryd	13
Parkvägen	Bredaryd	13
Rönnegårdsvägen	Bredaryd	11
Häggegårdsvägen	Bredaryd	9
Smedgatan	Bredaryd	8
Ringvägen	Bredaryd	7
Rosenvägen	Bredaryd	7
Köpmangatan	Bredbyn	22
Näsbacken	Bredbyn	11
Nygatan	Bredbyn	6
Skolbacken	Bredbyn	6
Södra Långgatan	Bredbyn	6
Bondegatan	Bredbyn	5
Fysikvägen	Bredbyn	5
Norra Långgatan	Bredbyn	5
Rektorsvägen	Bredbyn	5
Trädgårdsgatan	Bredbyn	5
Enköpingsvägen	Bro	88
Granhammarsvägen	Bro	48
Håtunavägen	Bro	25
Ginnlögs väg	Bro	20
Lejondalsvägen	Bro	20
Husbyvägen	Bro	18
Rösaringvägen	Bro	18
Ådövägen	Bro	18
Effektvägen	Bro	16
Skolvägen	Bro	16
Bruksgatan	Broakulla	8
Åbyvägen	Broakulla	7
Ekvägen	Broakulla	6
Kvarnvägen	Broakulla	5
Landsvägen	Broakulla	5
Alsbovägen	Broakulla	4
Fridhemsgatan	Broakulla	4
Broakullavägen	Broakulla	3
Baldervägen	Broakulla	2
Björkvägen	Broakulla	2
Hestravägen	Broaryd	8
Kyrkvägen	Broaryd	7
Östra vägen	Broaryd	7
Håkanssons väg	Broaryd	4
Dalavägen	Broaryd	3
Fabriksgatan	Broaryd	3
Norra vägen	Broaryd	3
Björkvägen	Broaryd	2
Industrigatan	Broaryd	2
Lundavägen	Broaryd	2
Tydingegatan	Broby	12
Snapphanegatan	Broby	11
Bödkaregatan	Broby	10
Gränsgatan	Broby	10
Pappersbruksvägen	Broby	8
Röingevägen	Broby	8
Brittens väg	Broby	7
Bildesgatan	Broby	5
Kristianstadsvägen	Broby	5
Verkstadsgatan	Broby	5
Fjällåkravägen	Broddetorp	3
Frimansvägen	Broddetorp	3
Botorpsvägen	Broddetorp	1
Centrumvägen	Broddetorp	1
Falköpingsvägen	Broddetorp	1
Stenstorpsvägen	Broddetorp	1
Ankarsrumsvägen	Brokind	11
Totebovägen	Brokind	6
Himalajavägen	Brokind	5
Oskarshamnsvägen	Brokind	4
Talluddsvägen	Brokind	4
Glasmakarevägen	Brokind	3
Gökgatan	Brokind	3
Prästgårdsvägen	Brokind	3
Sahultsvägen	Brokind	3
Skolvägen	Brokind	3
Spångavägen	Bromma	138
Bergslagsvägen	Bromma	96
Holbergsgatan	Bromma	76
Bällstavägen	Bromma	63
Beckombergavägen	Bromma	55
Gliavägen	Bromma	54
Åkeshovsvägen	Bromma	53
Doktor Abrahams väg	Bromma	47
Björnsonsgatan	Bromma	39
Vultejusvägen	Bromma	33
Storgatan	Bromölla	27
Tians väg	Bromölla	20
Dalagatan	Bromölla	18
Folkets Husgatan	Bromölla	15
Nygatan	Bromölla	15
Villagatan	Bromölla	11
Kastanjevägen	Bromölla	10
Ågatan	Bromölla	10
Hagagatan	Bromölla	8
Hermansens gata	Bromölla	8
Älgebyvägen	Brottby	24
Stockbyvägen	Brottby	22
Bromsebyvägen	Brottby	21
Björndalsvägen	Brottby	16
Bergsjövägen	Brottby	15
Albyvägen	Brottby	14
Gamla Norrtäljevägen	Brottby	14
Lindholmens gårds väg	Brottby	14
Sundbyvägen	Brottby	13
Sunnerstavägen	Brottby	11
Rockvallen	Bruksvallarna	21
Wallesvägen	Bruksvallarna	14
Präst-Svens väg	Bruksvallarna	12
Kläppvägen	Bruksvallarna	10
Röningen	Bruksvallarna	10
Klinkvägen	Bruksvallarna	7
Libacken	Bruksvallarna	7
Fäbodvägen	Bruksvallarna	6
Skarssvängen	Bruksvallarna	6
Osthangvägen	Bruksvallarna	5
Karl Johans Väg	Brunflo	15
Bäckvägen	Brunflo	9
Von Essens Väg	Brunflo	9
Gustavägen	Brunflo	8
Kyrkvägen	Brunflo	7
Storviksvägen	Brunflo	7
Gränsvägen	Brunflo	6
Kvartermästarvägen	Brunflo	6
Mariebyvägen	Brunflo	6
Sjövägen	Brunflo	6
Ingesundsvägen	Brunskog	15
Korpralsvägen	Brunskog	9
Tornstigen	Brunskog	8
Utblicksvägen	Brunskog	8
Myromsvägen	Brunskog	6
Båtgatan	Brunskog	4
Fyrklövervägen	Brunskog	3
Gamla vägen	Brunskog	3
Holmströms väg	Brunskog	3
Rapsodivägen	Brunskog	3
Bruksvägen	Bruzaholm	10
Idrottsvägen	Bruzaholm	7
Lundbergsgatan	Bruzaholm	7
Eksjövägen	Bruzaholm	6
Malmgatan	Bruzaholm	4
Lilla Vävargatan	Bruzaholm	3
Stora Vävargatan	Bruzaholm	3
Stuverydsvägen	Bruzaholm	3
Sörlidsgatan	Bruzaholm	3
Villagatan	Bruzaholm	3
Riksvägen	Bräcke	11
Västra Kungsvägen	Bräcke	11
Jämtlandsgatan	Bräcke	8
Gamla Sösjövägen	Bräcke	7
Gränsgatan	Bräcke	6
Norrlandsgatan	Bräcke	6
Rettigsvägen	Bräcke	6
Torpgatan	Bräcke	6
Hantverksgatan	Bräcke	5
Kyrkvägen	Bräcke	5
Gamla riksvägen	Bräkne-Hoby	52
Bräknevägen	Bräkne-Hoby	18
Gustavsbergsvägen	Bräkne-Hoby	13
Hjälmserydsvägen	Bräkne-Hoby	13
Backarydsvägen	Bräkne-Hoby	10
Halasjövägen	Bräkne-Hoby	9
Kvarnvägen	Bräkne-Hoby	9
Stenåsavägen	Bräkne-Hoby	9
Aspvägen	Bräkne-Hoby	8
Svenstorpsvägen	Bräkne-Hoby	8
Kyrkvägen	Brämhult	27
Tvinnargatan	Brämhult	24
Dammkullevägen	Brämhult	21
Smörhulegatan	Brämhult	17
Trandaredsgatan	Brämhult	17
Våglängdsgatan	Brämhult	13
Kamgarnsgatan	Brämhult	11
Källgatan	Brämhult	11
Rydsgatan	Brämhult	11
Rosengatan	Brämhult	9
Rapsvägen	Brålanda	15
Storgatan	Brålanda	11
Allégatan	Brålanda	9
Färgelandavägen	Brålanda	8
Göteborgsvägen	Brålanda	7
Lillebyvägen	Brålanda	7
Västra gatan	Brålanda	7
Törnrosgatan	Brålanda	6
Industrigatan	Brålanda	5
Centralgatan	Brålanda	4
Sommarbyvägen	Brösarp	22
Sockenvägen	Brösarp	14
Tostarödsvägen	Brösarp	13
Tillgrens väg	Brösarp	10
Bengtemöllevägen	Brösarp	9
Julebodavägen	Brösarp	9
Myrestadsvägen	Brösarp	9
Brunnsviksvägen	Brösarp	8
Holmavägen	Brösarp	8
Dammåkravägen	Brösarp	7
Torpavägen	Bua	20
Nordmarkavägen	Bua	16
Toftavägen	Bua	16
Lindåsvägen	Bua	14
Balgövägen	Bua	13
Suddeviksvägen	Bua	13
Östra Sanddammsvägen	Bua	13
Attorpsvägen	Bua	12
Espeviksvägen	Bua	12
Mittmarkavägen	Bua	12
Flodavägen	Bullmark	12
Tålsmarksvägen	Bullmark	10
Björkallén	Bullmark	5
Forsnäsvägen	Bullmark	5
Morbysvägen	Bullmark	5
Sävarvägen	Bullmark	4
Lill-Oskars-kroken	Bullmark	3
Odlarvägen	Bullmark	3
Robertsforsvägen	Bullmark	3
Bagarstugevägen	Bullmark	2
Annetorpsvägen	Bunkeflostrand	68
Pildammsvägen	Bunkeflostrand	46
Klagshamnsvägen	Bunkeflostrand	43
Lorensborgsgatan	Bunkeflostrand	39
Gottorpsvägen	Bunkeflostrand	34
Borrebackevägen	Bunkeflostrand	30
Norra Hyllievägen	Bunkeflostrand	30
Yttre Ringvägen	Bunkeflostrand	28
Naffentorpsvägen	Bunkeflostrand	25
Trelleborgsvägen	Bunkeflostrand	25
Hamnvägen	Burgsvik	9
Hoburgsvägen	Burgsvik	7
Mårtenskvior	Burgsvik	6
Lillvägen	Burgsvik	5
Gislevägen	Burgsvik	4
Målargränd	Burgsvik	4
Sandstensvägen	Burgsvik	4
Botarvevägen	Burgsvik	3
Bygdegårdsvägen	Burgsvik	3
Olovs kvior	Burgsvik	3
Storgatan	Burseryd	13
Tyngelgatan	Burseryd	11
Östra Bruksgatan	Burseryd	10
Ågatan	Burseryd	9
Ekgatan	Burseryd	7
Hestravägen	Burseryd	7
Kyrkvägen	Burseryd	7
Villstadsvägen	Burseryd	6
Buregatan	Burseryd	5
Skolgången	Burseryd	5
Skolgatan	Burträsk	9
Björnåkersgatan	Burträsk	8
Långåkersgatan	Burträsk	8
Sundbrogatan	Burträsk	8
Fredriksbergsvägen	Burträsk	7
Kyrkogatan	Burträsk	6
Solbacksgatan	Burträsk	6
Åsträskvägen	Burträsk	6
Gammelvägen	Burträsk	5
Köpmangatan	Burträsk	5
Skräddarbovägen	By Kyrkby	8
Skogsbovägen	By Kyrkby	6
Tegelvretsvägen	By Kyrkby	5
Dickavägen	By Kyrkby	3
Envägen	By Kyrkby	3
Kyrkbyvägen	By Kyrkby	3
Bagerivägen	By Kyrkby	2
Barnhemsvägen	By Kyrkby	2
Broängsgränd	By Kyrkby	2
Broängsvägen	By Kyrkby	2
Hammarvägen	Bygdeå	12
Kustlandsvägen	Bygdeå	10
Kyrkvägen	Bygdeå	7
Saedensvägen	Bygdeå	5
Skinnarbyvägen	Bygdeå	4
Sundmarksvägen	Bygdeå	4
Industrivägen	Bygdeå	3
Bäckvägen	Bygdeå	2
Stenmyrvägen	Bygdeå	2
Allévägen	Bygdeå	1
Gruvbergsvägen	Bygdsiljum	22
Jonorsvägen	Bygdsiljum	18
Korssjövägen	Bygdsiljum	11
Bygdegatan	Bygdsiljum	9
Dammvägen	Bygdsiljum	4
Krutgatan	Bygdsiljum	4
Postvägen	Bygdsiljum	3
Västbyvägen	Bygdsiljum	3
Ådalsgatan	Bygdsiljum	3
Forsvägen	Bygdsiljum	2
Tällbergsvägen	Byske	9
Önusträskvägen	Byske	9
Ruskvägen	Byske	8
Norra Ruskvägen	Byske	5
Slintadammen	Byske	5
Tjärdalsvägen	Byske	5
Basvägen	Byske	4
Gamla Flotträskvägen	Byske	3
Småmyrvägen	Byske	3
Stenmyranvägen	Byske	3
Hagskogsvägen	Byxelkrok	18
Fagerumsvägen	Byxelkrok	14
Enerum träsgate	Byxelkrok	13
Svältergatan	Byxelkrok	11
Holmvägen	Byxelkrok	9
Kärrslundsgatan	Byxelkrok	9
Pepparhagsgatan	Byxelkrok	9
Mårnholmsvägen	Byxelkrok	8
Norrbödagatan	Byxelkrok	8
Bödasandsallén	Byxelkrok	7
Lasarettsvägen	Bäckefors	8
Gamla vägen	Bäckefors	6
Gamla Bruksgatan	Bäckefors	5
Gamla Postgatan	Bäckefors	5
Järnvägsgatan	Bäckefors	5
Myresjövägen	Bäckefors	4
Skolgatan	Bäckefors	4
Torggatan	Bäckefors	4
Brukshagsvägen	Bäckefors	3
Ekvägen	Bäckefors	3
Gråalsvägen	Bälinge	14
Fanstavägen	Bälinge	13
Kyrkvägen	Bälinge	11
Allmänningsvägen	Bälinge	10
Enevadsvägen	Bälinge	9
Gävlevägen	Bälinge	8
Prebendevägen	Bälinge	7
Tårpilsvägen	Bälinge	7
Bellisvägen	Bälinge	5
Bokvägen	Bälinge	5
Kalmarleden	Bålsta	71
Stockholmsvägen	Bålsta	70
Enköpingsvägen	Bålsta	35
Kraftleden	Bålsta	34
Södra bålstaleden	Bålsta	33
Katrinedalsvägen	Bålsta	32
Kalmarvägen	Bålsta	26
Lindegårdsvägen	Bålsta	23
Skeppsvägen	Bålsta	21
Lastbergsvägen	Bålsta	20
Kungsbergsvägen	Båstad	16
Lindallén	Båstad	16
Lyavägen	Båstad	15
Mellanvägen	Båstad	14
Strandpromenaden	Båstad	14
Hallandsvägen	Båstad	12
Korrödsvägen	Båstad	12
Agardhsgatan	Båstad	11
Axelstorpsvägen	Båstad	10
Finnsbovägen	Båstad	10
Folketshusvägen	Båtskärsnäs	7
Mårtinsvägen	Båtskärsnäs	5
Egnahemsvägen	Båtskärsnäs	4
Kolbacksvägen	Båtskärsnäs	4
Sigurdsuddevägen	Båtskärsnäs	4
Affärsvägen	Båtskärsnäs	3
Bastuvägen	Båtskärsnäs	3
Båthamnsvägen	Båtskärsnäs	3
Kajvägen	Båtskärsnäs	3
Baskerivägen	Båtskärsnäs	2
Östra Järnvägsgatan	Charlottenberg	14
Knattevägen	Charlottenberg	12
Glasbruksvägen	Charlottenberg	11
Industrigatan	Charlottenberg	11
Mariebergsvägen	Charlottenberg	11
Västra Järnvägsgatan	Charlottenberg	10
Brännavägen	Charlottenberg	9
Skolgatan	Charlottenberg	9
Charlottenbergsvägen	Charlottenberg	8
Gärdesgatan	Charlottenberg	8
Hagvägen	Dala-Floda	12
Flosjövägen	Dala-Floda	10
Skebergsvägen	Dala-Floda	10
Stora vägen	Dala-Floda	10
Syrholsvägen	Dala-Floda	10
Holsåkersvägen	Dala-Floda	9
Rosendals väg	Dala-Floda	8
Forsgärdsgattu	Dala-Floda	7
Lissforsvägen	Dala-Floda	7
Stationsvägen	Dala-Floda	6
Smedbyvägen	Dala-Husby	6
Dikesvägen	Dala-Husby	5
